id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,original_language,genres
264660,Ex Machina,2015-01-21,15000000,36869414,108,7.573,14278,7.3117,en,Drama|Science Fiction
324552,John Wick: Chapter 2,2017-02-08,40000000,171539887,122,7.339,14275,12.6072,en,Action|Thriller|Crime
102382,The Amazing Spider-Man 2,2014-04-16,200000000,716934779,141,6.541,14258,15.6632,en,Action|Adventure|Science Fiction
274870,Passengers,2016-12-21,110000000,303144152,116,6.955,14243,5.8332,en,Drama|Romance|Science Fiction
57158,The Hobbit: The Desolation of Smaug,2013-12-11,250000000,958400000,161,7.579,14223,13.0413,en,Fantasy|Adventure|Action
363088,Ant-Man and the Wasp,2018-07-04,140000000,622674139,119,6.9,14202,7.0503,en,Action|Adventure|Science Fiction
62177,Brave,2012-06-21,185000000,538983207,93,7.027,14185,19.7553,en,Adventure|Animation|Family|Fantasy
76600,Avatar: The Way of Water,2022-12-14,350000000,2353096253,192,7.594,14176,25.7531,en,Action|Adventure|Science Fiction
546554,Knives Out,2019-11-27,40000000,312897920,131,7.842,14047,12.11,en,Comedy|Crime|Mystery
637,Life Is Beautiful,1997-12-20,20000000,230098753,116,8.439,14010,15.398,it,Comedy|Drama
240,The Godfather Part II,1974-12-20,13000000,102600000,202,8.572,13958,30.5158,en,Drama|Crime
165,Back to the Future Part II,1989-11-22,40000000,332000000,108,7.781,13956,8.6982,en,Adventure|Comedy|Science Fiction
489,Good Will Hunting,1997-12-05,10000000,225933435,127,8.162,13871,16.3518,en,Drama
185,A Clockwork Orange,1971-10-28,2200000,27033812,137,8.2,13835,9.8628,en,Science Fiction|Crime
162,Edward Scissorhands,1990-12-07,20000000,86024005,105,7.7,13789,7.4405,en,Fantasy|Drama|Romance
246655,X-Men: Apocalypse,2016-05-18,178000000,543934787,144,6.526,13789,10.1038,en,Science Fiction|Fantasy|Action
87827,Life of Pi,2012-11-20,120000000,609016565,127,7.41,13784,6.9894,en,Adventure|Drama
277834,Moana,2016-10-13,150000000,690860472,107,7.566,13741,3.3967,en,Adventure|Comedy|Family|Animation
102651,Maleficent,2014-05-28,180000000,758539785,97,7.089,13744,11.8491,en,Fantasy|Adventure|Action|Family|Romance
4922,The Curious Case of Benjamin Button,2008-12-25,150000000,335802786,166,7.6,13740,7.5457,en,Drama|Fantasy|Romance
350,The Devil Wears Prada,2006-06-29,35000000,326588371,109,7.433,13707,81.92,en,Drama|Comedy
260513,Incredibles 2,2018-06-14,200000000,1243225667,118,7.453,13693,10.0778,en,Action|Adventure|Animation|Family
141052,Justice League,2017-11-15,300000000,661326987,120,6.074,13680,8.8275,en,Action|Adventure|Science Fiction
85,Raiders of the Lost Ark,1981-06-12,18000000,389925971,115,7.9,13660,13.007,en,Adventure|Action
190859,American Sniper,2014-12-25,58800000,542300000,133,7.413,13653,8.9767,en,War|Action
64690,Drive,2011-09-15,15000000,79713640,100,7.584,13651,7.8943,en,Drama|Thriller|Crime
194662,Birdman or (The Unexpected Virtue of Ignorance),2014-10-17,18000000,103215094,120,7.441,13594,5.6831,en,Drama|Comedy
530915,1917,2019-12-25,100000000,446064352,119,7.987,13560,9.2635,en,War|History|Drama
49538,X-Men: First Class,2011-06-01,160000000,353624124,132,7.3,13552,0.5468,en,Action|Science Fiction|Adventure
157350,Divergent,2014-03-14,85000000,288885818,140,6.904,13487,8.9866,en,Action|Adventure|Science Fiction
103,Taxi Driver,1976-02-09,1900000,28579636,114,8.1,13460,11.094,en,Crime|Drama
809,Shrek 2,2004-05-19,150000000,935454538,92,7.317,13445,15.1501,en,Animation|Comedy|Family|Fantasy|Romance
141,Donnie Darko,2001-01-19,4500000,7500000,114,7.8,13433,7.2545,en,Fantasy|Drama|Mystery
68726,Pacific Rim,2013-07-11,180000000,411000000,131,6.93,13404,19.3343,en,Action|Science Fiction|Adventure
131634,The Hunger Games: Mockingjay - Part 2,2015-11-18,160000000,653428261,137,6.901,13350,6.6229,en,Action|Adventure|Science Fiction
6977,No Country for Old Men,2007-11-09,25000000,171627166,122,7.951,13347,15.3137,en,Crime|Thriller|Western
70981,Prometheus,2012-05-30,130000000,403354469,124,6.597,13280,9.2653,en,Science Fiction|Mystery|Horror
296096,Me Before You,2016-06-01,20000000,207945075,110,7.9,13247,13.6715,en,Drama|Romance
72105,Ted,2012-06-29,50000000,549368315,107,6.453,13200,16.5455,en,Comedy|Fantasy
19908,Zombieland,2009-10-02,23600000,102391540,87,7.26,13187,6.3033,en,Comedy|Horror
37799,The Social Network,2010-10-01,40000000,224920315,121,7.4,13176,10.4619,en,Drama
146233,Prisoners,2013-09-19,46000000,122127446,153,8.106,13105,11.6473,en,Drama|Thriller|Crime
82690,Wreck-It Ralph,2012-11-01,165000000,471222889,101,7.357,13081,10.9436,en,Family|Animation|Comedy|Adventure
14,American Beauty,1999-09-15,15000000,356296601,122,8.0,13064,9.3111,en,Drama
111,Scarface,1983-12-09,25000000,66023329,170,8.156,13060,15.7066,en,Action|Crime|Drama
64682,The Great Gatsby,2013-05-09,105000000,351040419,143,7.4,12968,5.9173,en,Drama|Romance
228150,Fury,2014-10-15,68000000,211817906,135,7.546,12939,15.276,en,War|Drama|Action
490132,Green Book,2018-11-16,23000000,321752656,130,8.225,12893,12.1487,en,Drama|Comedy|History
745,The Sixth Sense,1999-08-06,40000000,672800000,107,7.953,12884,9.1853,en,Mystery|Thriller|Drama
399055,The Shape of Water,2017-12-01,19500000,195300000,123,7.237,12861,5.7769,en,Drama|Fantasy|Romance
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,230000000,795922298,129,6.7,12825,13.7437,en,Adventure|Action|Fantasy
351286,Jurassic World: Fallen Kingdom,2018-06-06,170000000,1310469037,129,6.532,12775,10.6767,en,Adventure|Science Fiction|Thriller
61791,Rise of the Planet of the Apes,2011-08-03,93000000,481800873,105,7.344,12763,9.1024,en,Thriller|Action|Drama|Science Fiction
398818,Call Me by Your Name,2017-10-01,3500000,43143046,132,8.1,12754,9.1283,en,Romance|Drama
14161,2012,2009-10-10,200000000,791217826,158,5.881,12752,11.4309,en,Action|Adventure|Science Fiction
138843,The Conjuring,2013-07-18,13000000,321293998,112,7.54,12736,20.4072,en,Horror|Thriller
1724,The Incredible Hulk,2008-06-12,150000000,264770996,114,6.2,12710,12.4551,en,Science Fiction|Action|Adventure
2048,"I, Robot",2004-07-15,120000000,347234916,115,6.965,12672,8.3929,en,Action|Science Fiction
127380,Finding Dory,2016-06-16,200000000,1029266989,97,7.041,12658,7.1762,en,Adventure|Animation|Family
82693,Silver Linings Playbook,2012-11-16,21000000,236412453,122,7.2,12656,5.711,en,Drama|Comedy|Romance
9502,Kung Fu Panda,2008-06-04,130000000,632091832,90,7.323,12654,19.3818,en,Action|Animation|Comedy|Family
207,Dead Poets Society,1989-06-02,16400000,235860116,129,8.3,12628,16.9429,en,Drama
62,2001: A Space Odyssey,1968-04-02,12000000,71923560,149,8.0,12612,13.011,en,Science Fiction|Mystery|Adventure
372058,Your Name.,2016-08-26,7500000,405320132,106,8.481,12605,28.1092,ja,Animation|Romance|Drama
73,American History X,1998-07-01,20000000,23900000,119,8.327,12598,10.824,en,Drama
161,Ocean's Eleven,2001-12-07,85000000,450717150,116,7.461,12574,11.2432,en,Thriller|Crime
11036,The Notebook,2004-06-25,29000000,115600000,123,7.888,12565,20.2615,en,Romance|Drama
771,Home Alone,1990-11-16,18000000,476684675,103,7.466,12525,1.1022,en,Comedy|Family
194,Amélie,2001-04-25,10000000,173921954,122,7.92,12416,9.4383,fr,Comedy|Romance
38757,Tangled,2010-11-24,260000000,592461732,100,7.613,12410,15.8706,en,Animation|Family|Adventure
216015,Fifty Shades of Grey,2015-02-11,40000000,569651467,125,5.868,12398,26.3119,en,Drama|Romance|Thriller
23483,Kick-Ass,2010-03-26,28000000,96188903,118,7.125,12392,7.4004,en,Action|Crime
1359,American Psycho,2000-04-13,7000000,34269748,102,7.403,12319,11.9504,en,Thriller|Drama|Crime
562,Die Hard,1988-07-15,28000000,140767956,132,7.812,12310,12.5958,en,Action|Thriller
8358,Cast Away,2000-12-22,90000000,429632142,143,7.662,12281,7.8615,en,Adventure|Drama
332562,A Star Is Born,2018-10-03,36000000,436388866,136,7.493,12242,4.2891,en,Music|Drama|Romance
119450,Dawn of the Planet of the Apes,2014-07-08,170000000,710644566,130,7.339,12233,10.1012,en,Science Fiction|Action|Drama|Thriller
1858,Transformers,2007-06-27,150000000,709709780,144,6.831,12233,4.997,en,Adventure|Science Fiction|Action
115,The Big Lebowski,1998-03-06,15000000,47010480,117,7.837,12203,8.1433,en,Comedy|Crime
36657,X-Men,2000-07-13,75000000,296339527,104,7.016,12193,0.5572,en,Adventure|Action|Science Fiction
49530,In Time,2011-10-27,40000000,173900000,109,6.971,12173,8.5812,en,Action|Thriller|Science Fiction
8681,Taken,2008-02-18,25000000,226830568,94,7.406,12118,9.1876,en,Action|Thriller
812,Aladdin,1992-11-25,28000000,504050219,91,7.655,12024,14.497,en,Animation|Family|Adventure|Fantasy|Romance
601,E.T. the Extra-Terrestrial,1982-06-11,10500000,797307407,115,7.5,12015,12.6534,en,Adventure|Science Fiction|Drama|Family
76203,12 Years a Slave,2013-10-18,20000000,187000000,134,7.931,12005,5.3464,en,Drama|History
93456,Despicable Me 2,2013-06-26,76000000,970766005,98,6.946,12003,12.0105,en,Animation|Comedy|Family
604,The Matrix Reloaded,2003-05-15,150000000,738599701,138,7.1,11993,11.7813,en,Adventure|Action|Thriller|Science Fiction
414906,The Batman,2022-03-01,185000000,772775278,177,7.7,11976,23.226,en,Crime|Mystery|Thriller
872585,Oppenheimer,2023-07-19,100000000,952000000,181,8.029,11835,23.6708,en,Drama|History
18,The Fifth Element,1997-05-02,90000000,263920180,126,7.581,11763,13.2469,fr,Science Fiction|Action|Adventure
458156,John Wick: Chapter 3 - Parabellum,2019-05-15,55000000,328349908,131,7.439,11754,11.7589,en,Action|Thriller|Crime
242582,Nightcrawler,2014-10-23,8500000,47425835,118,7.708,11744,11.3902,en,Crime|Drama|Thriller
953,Madagascar,2005-05-25,75000000,542064525,86,6.924,11738,15.4094,en,Adventure|Animation|Comedy|Family
36557,Casino Royale,2006-11-14,150000000,599045960,144,7.6,11705,12.994,en,Adventure|Action|Thriller
291805,Now You See Me 2,2016-06-02,120000000,334897606,129,6.828,11594,9.7088,en,Crime|Thriller
13223,Gran Torino,2008-12-12,33000000,270000000,116,7.991,11590,6.7171,en,Drama
222935,The Fault in Our Stars,2014-06-02,14000000,307166834,126,7.591,11570,5.7728,en,Romance|Drama
1949,Zodiac,2007-03-02,65000000,84785914,157,7.53,11568,8.7663,en,Crime|Mystery|Thriller
578,Jaws,1975-06-20,7000000,470653000,124,7.7,11545,15.8244,en,Horror|Thriller|Adventure
196,Back to the Future Part III,1990-05-25,40000000,244527583,119,7.493,11541,6.3219,en,Adventure|Comedy|Science Fiction
75612,Oblivion,2013-04-10,120000000,286168572,124,6.7,11528,6.0528,en,Action|Science Fiction|Adventure|Mystery
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,180000000,745013115,143,7.137,11502,16.6245,en,Adventure|Family|Fantasy
310,Bruce Almighty,2003-05-23,80000000,484592874,101,6.726,11501,12.8128,en,Fantasy|Comedy
51876,Limitless,2011-03-17,27000000,161900000,106,7.202,11494,6.6527,en,Thriller|Mystery|Science Fiction
600,Full Metal Jacket,1987-06-26,30000000,46357676,117,8.119,11479,7.9287,en,Drama|War
338952,Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,200000000,654900000,134,6.8,11475,6.2731,en,Fantasy|Adventure
1417,Pan's Labyrinth,2006-10-11,19000000,83258226,118,7.764,11476,12.7406,es,Fantasy|Drama|War
510,One Flew Over the Cuckoo's Nest,1975-11-19,3000000,108981275,133,8.412,11475,12.8436,en,Drama
629,The Usual Suspects,1995-07-19,6000000,23300000,106,8.2,11434,12.9805,en,Drama|Crime|Thriller
508442,Soul,2020-12-25,150000000,121977511,101,8.1,11432,13.7532,en,Animation|Family|Drama|Music|Fantasy
12405,Slumdog Millionaire,2008-11-12,15000000,378400000,121,7.732,11338,5.9248,en,Drama|Romance
62211,Monsters University,2013-06-19,200000000,743559465,104,7.052,11327,10.7137,en,Animation|Family
8844,Jumanji,1995-12-15,65000000,262821940,104,7.248,11327,3.711,en,Adventure|Fantasy|Family
168259,Furious 7,2015-04-01,190000000,1515400000,138,7.218,11296,16.4921,en,Action|Crime|Thriller
45243,The Hangover Part II,2011-05-25,80000000,586764305,102,6.508,11293,8.6864,en,Comedy
854,The Mask,1994-07-29,23000000,351583407,101,6.99,11276,11.3331,en,Comedy|Fantasy|Crime|Romance
206647,Spectre,2015-10-26,245000000,880707597,148,6.57,11261,9.1603,en,Action|Adventure|Thriller
497698,Black Widow,2021-07-07,200000000,379751131,134,7.169,11259,11.754,en,Action|Adventure|Science Fiction
2080,X-Men Origins: Wolverine,2009-04-28,150000000,373062864,107,6.3,11253,0.7887,en,Adventure|Action|Science Fiction
787,Mr. & Mrs. Smith,2005-06-07,110000000,487287646,120,6.696,11239,9.3075,en,Action|Comedy|Drama|Thriller
84892,The Perks of Being a Wallflower,2012-09-20,13000000,33384127,103,7.8,11212,6.0381,en,Drama
580489,Venom: Let There Be Carnage,2021-09-30,110000000,506863592,97,6.746,11185,8.7084,en,Science Fiction|Action|Adventure
82992,Fast & Furious 6,2013-05-21,160000000,788700000,130,6.817,11183,1.2761,en,Action|Thriller|Crime
343668,Kingsman: The Golden Circle,2017-09-20,104000000,410902662,141,6.9,11144,6.2706,en,Action|Adventure|Comedy|Crime|Science Fiction
293167,Kong: Skull Island,2017-03-08,185000000,566652812,118,6.554,11142,9.3918,en,Action|Adventure|Fantasy
346698,Barbie,2023-07-19,145000000,1447138421,114,6.922,11136,20.6207,en,Comedy|Adventure|Fantasy
197,Braveheart,1995-05-24,72000000,213216216,178,7.946,11127,9.1576,en,Action|Drama|History|War
266856,The Theory of Everything,2014-11-07,15000000,123726688,123,7.831,11125,2.9675,en,Drama|Romance
577922,Tenet,2020-08-22,205000000,365304105,150,7.2,11118,8.6908,en,Action|Thriller|Science Fiction
4935,Howl's Moving Castle,2004-09-09,24000000,236049757,119,8.388,11108,23.4646,ja,Fantasy|Animation|Adventure
211672,Minions,2015-06-17,74000000,1159457503,91,6.418,11104,5.845,en,Family|Animation|Adventure|Comedy
453,A Beautiful Mind,2001-12-14,58000000,316791257,135,7.856,11098,9.0891,en,Drama|Romance
652,Troy,2004-05-13,175000000,497409852,163,7.176,11082,20.5525,en,War|Action|History
89,Indiana Jones and the Last Crusade,1989-05-24,48000000,474171806,127,7.852,11076,8.6979,en,Adventure|Action
19913,(500) Days of Summer,2009-07-17,7500000,60781545,95,7.3,11046,9.4786,en,Comedy|Drama|Romance
64688,21 Jump Street,2012-03-14,42000000,201585328,109,6.886,11039,7.2114,en,Action|Comedy|Crime
294254,Maze Runner: The Scorch Trials,2015-09-09,61000000,312296056,131,6.73,11039,10.6045,en,Science Fiction|Action|Thriller|Adventure
361743,Top Gun: Maverick,2022-05-21,170000000,1488732821,131,8.159,11022,27.3052,en,Action|Drama
539,Psycho,1960-06-22,806947,50000000,109,8.413,11006,16.5228,en,Horror|Thriller|Mystery
41154,Men in Black 3,2012-05-23,225000000,654213485,106,6.545,11000,6.4546,en,Action|Comedy|Science Fiction
641,Requiem for a Dream,2000-10-06,4500000,7390108,102,8.014,10989,3.9262,en,Crime|Drama
1593,Night at the Museum,2006-12-20,110000000,574480841,108,6.599,10967,8.3649,en,Fantasy|Family|Comedy
58574,Sherlock Holmes: A Game of Shadows,2011-11-22,125000000,334615000,129,7.145,10945,5.4742,en,Adventure|Mystery|Crime
359940,"Three Billboards Outside Ebbing, Missouri",2017-12-01,15000000,162729321,115,8.1,10917,5.5743,en,Crime|Drama
59967,Looper,2012-09-26,30000000,47042000,118,6.911,10917,9.7052,en,Action|Thriller|Science Fiction
36658,X2,2003-04-27,110000000,407711549,133,7.037,10894,0.3907,en,Adventure|Action|Science Fiction
679,Aliens,1986-07-18,18500000,183316455,137,7.962,10877,10.1431,en,Action|Thriller|Science Fiction
181812,Star Wars: The Rise of Skywalker,2019-12-18,489900000,1074144248,142,6.267,10859,11.7912,en,Adventure|Action|Science Fiction
9799,The Fast and the Furious,2001-06-22,38000000,207283925,106,7.007,10846,1.2122,en,Action|Crime|Thriller
791373,Zack Snyder's Justice League,2021-03-18,70000000,0,242,8.1,10843,14.2391,en,Action|Adventure|Fantasy
605,The Matrix Revolutions,2003-11-05,150000000,424988211,129,6.753,10836,9.4979,en,Adventure|Action|Thriller|Science Fiction
337339,The Fate of the Furious,2017-04-12,250000000,1236000000,136,6.854,10823,8.6992,en,Action|Crime|Thriller
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,75000000,205537933,109,6.877,10820,7.2154,en,Action|Crime
502356,The Super Mario Bros. Movie,2023-04-05,100000000,1360879735,93,7.604,10790,31.8114,en,Family|Comedy|Adventure|Fantasy|Animation
56292,Mission: Impossible - Ghost Protocol,2011-12-07,145000000,694713380,133,7.114,10782,8.8521,en,Action|Thriller|Adventure
420818,The Lion King,2019-07-12,260000000,1662020819,118,7.096,10750,11.2559,en,Adventure|Drama|Family|Animation
10020,Beauty and the Beast,1991-10-22,25000000,424967620,84,7.728,10684,13.7796,en,Romance|Family|Animation|Fantasy
608,Men in Black II,2002-07-03,140000000,445135288,88,6.388,10669,6.9543,en,Action|Comedy|Science Fiction
399566,Godzilla vs. Kong,2021-03-24,200000000,470116094,114,7.535,10648,9.0987,en,Action|Science Fiction|Adventure
772,Home Alone 2: Lost in New York,1992-11-15,18000000,358994850,120,6.787,10635,11.4407,en,Comedy|Family|Adventure
420817,Aladdin,2019-05-22,183000000,1054304000,127,7.085,10620,12.3606,en,Adventure|Fantasy|Romance|Family
1402,The Pursuit of Happyness,2006-12-14,55000000,307077295,117,7.886,10608,18.8678,en,Drama
405774,Bird Box,2018-12-13,19800000,0,124,6.824,10589,7.1354,en,Horror|Thriller|Drama
392044,Murder on the Orient Express,2017-11-03,55000000,352800000,114,6.707,10559,7.3935,en,Mystery|Drama|Crime
301528,Toy Story 4,2019-06-19,175000000,1073841394,100,7.5,10551,25.8178,en,Family|Comedy|Animation|Adventure
13475,Star Trek,2009-05-06,150000000,386839614,127,7.431,10500,8.0739,en,Science Fiction|Action|Adventure
283366,Miss Peregrine's Home for Peculiar Children,2016-09-28,110000000,296482446,127,6.8,10484,6.2188,en,Adventure|Fantasy
381284,Hidden Figures,2016-12-10,25000000,235957472,127,8.043,10456,8.7113,en,Drama|History
82702,How to Train Your Dragon 2,2014-06-05,145000000,621537519,102,7.682,10453,14.184,en,Fantasy|Action|Adventure|Animation|Family
262500,Insurgent,2015-03-18,110000000,297002527,119,6.36,10445,7.2648,en,Action|Science Fiction|Thriller
602,Independence Day,1996-06-25,75000000,817400891,145,6.913,10445,11.8093,en,Action|Adventure|Science Fiction
10674,Mulan,1998-06-18,90000000,304320254,88,7.905,10445,16.4134,en,Animation|Family|Adventure
110415,Snowpiercer,2013-08-01,39200000,86758912,127,6.9,10435,8.3963,ko,Action|Science Fiction|Drama
515001,Jojo Rabbit,2019-10-18,14000000,82468705,108,7.985,10425,4.8716,en,Comedy|War|Drama
627,Trainspotting,1996-02-23,4000000,71981823,94,8.0,10411,6.6565,en,Drama|Crime
454626,Sonic the Hedgehog,2020-02-12,85000000,319715683,99,7.283,10402,12.151,en,Action|Science Fiction|Comedy|Family
566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,150000000,432243292,132,7.495,10403,14.6736,en,Action|Adventure|Fantasy
36668,X-Men: The Last Stand,2006-05-24,210000000,459359555,104,6.422,10391,0.4993,en,Adventure|Action|Science Fiction
70,Million Dollar Baby,2004-12-05,30000000,216763646,132,7.954,10377,5.4523,en,Drama
453395,Doctor Strange in the Multiverse of Madness,2022-05-04,290000000,955775804,126,7.231,10368,15.4049,en,Fantasy|Action|Adventure
17654,District 9,2009-08-05,30000000,210888950,112,7.468,10355,8.4257,en,Science Fiction
950,Ice Age: The Meltdown,2006-03-29,80000000,660998756,91,6.72,10348,14.883,en,Animation|Family|Comedy|Adventure
9479,The Nightmare Before Christmas,1993-10-09,18000000,75634409,76,7.832,10345,8.9138,en,Fantasy|Animation|Family
76170,The Wolverine,2013-07-21,120000000,415440673,126,6.434,10302,1.5679,en,Action|Science Fiction|Adventure
330457,Frozen II,2019-11-20,150000000,1453683476,103,7.231,10294,17.7796,en,Family|Animation|Adventure|Comedy|Fantasy
8960,Hancock,2008-07-01,150000000,629400000,92,6.356,10271,5.7295,en,Fantasy|Action
568124,Encanto,2021-10-13,150000000,261292688,102,7.57,10215,12.3454,en,Animation|Comedy|Family|Fantasy
287947,Shazam!,2019-03-29,80000000,367799011,132,6.978,10208,10.6178,en,Action|Comedy|Fantasy
3933,Corpse Bride,2005-09-12,40000000,118133252,77,7.59,10196,14.987,en,Romance|Fantasy|Animation
423,The Pianist,2002-09-17,35000000,120098945,150,8.374,10151,11.3324,en,Drama|War
5915,Into the Wild,2007-09-21,15000000,56255142,148,7.796,10149,5.6134,en,Adventure|Drama
87,Indiana Jones and the Temple of Doom,1984-05-23,28000000,333000000,118,7.308,10127,7.5046,en,Adventure|Action
2501,The Bourne Identity,2002-06-14,60000000,214034224,119,7.48,10106,11.9116,en,Action|Drama|Mystery|Thriller
591,The Da Vinci Code,2006-05-17,125000000,760006945,149,6.728,10078,6.9765,en,Thriller|Mystery
176,Saw,2004-10-01,1200000,104045735,103,7.4,10077,10.8982,en,Horror|Mystery|Crime
337404,Cruella,2021-05-26,200000000,233503234,134,7.971,10074,15.4327,en,Comedy|Crime|Drama
316029,The Greatest Showman,2017-12-20,84000000,459066134,105,7.857,10065,8.5566,en,Drama
564,The Mummy,1999-04-16,80000000,415885488,124,6.979,10047,21.8225,en,Adventure|Action|Fantasy
399579,Alita: Battle Angel,2019-01-31,170000000,405000000,122,7.256,10038,11.3252,en,Action|Science Fiction|Adventure
389,12 Angry Men,1957-04-10,397751,4360000,97,8.6,10029,23.5013,en,Drama
13183,Watchmen,2009-03-04,130000000,185258983,163,7.356,10009,7.7357,en,Mystery|Action|Science Fiction
9738,Fantastic Four,2005-06-29,100000000,333535934,106,5.808,9998,6.8996,en,Action|Fantasy|Science Fiction
107,Snatch,2000-09-01,100000000,83557872,103,7.8,9997,8.9521,en,Crime|Comedy
954,Mission: Impossible,1996-05-22,80000000,457696391,111,7.025,9994,9.0676,en,Adventure|Action|Thriller
156022,The Equalizer,2014-09-24,55000000,192330738,132,7.288,9961,17.3103,en,Thriller|Action|Crime
9741,Unbreakable,2000-11-22,75000000,248118121,106,7.1,9934,4.9218,en,Thriller|Drama|Mystery
670,Oldboy,2003-11-21,3000000,17500000,120,8.238,9883,12.1773,ko,Drama|Thriller|Mystery|Action
318846,The Big Short,2015-12-11,28000000,133346506,131,7.4,9857,7.5139,en,Comedy|Drama
550988,Free Guy,2021-08-11,110000000,331526598,115,7.451,9837,13.6016,en,Comedy|Adventure|Science Fiction
124905,Godzilla,2014-05-14,160000000,524978362,123,6.361,9802,8.9562,en,Action|Drama|Science Fiction
810,Shrek the Third,2007-05-17,160000000,813367380,93,6.31,9782,9.1129,en,Fantasy|Adventure|Animation|Comedy|Family
620,Ghostbusters,1984-06-08,30000000,296640120,105,7.5,9763,8.9052,en,Comedy|Fantasy
18239,The Twilight Saga: New Moon,2009-11-18,50000000,709827462,131,5.99,9759,9.7607,en,Adventure|Fantasy|Drama|Romance
9487,A Bug's Life,1998-11-25,80000000,363258859,95,6.978,9735,14.5657,en,Adventure|Animation|Comedy|Family
281338,War for the Planet of the Apes,2017-07-11,150000000,490719763,140,7.218,9727,8.2302,en,Drama|Science Fiction|War
177677,Mission: Impossible - Rogue Nation,2015-07-28,150000000,682716636,131,7.224,9725,9.9945,en,Action|Adventure
264644,Room,2015-10-16,13000000,35401758,118,7.994,9701,3.8711,en,Drama|Thriller
429,"The Good, the Bad and the Ugly",1966-12-23,1200000,38900000,161,8.5,9676,25.403,it,Western
54138,Star Trek Into Darkness,2013-05-05,190000000,467381584,132,7.3,9671,5.3511,en,Action|Adventure|Science Fiction
180,Minority Report,2002-06-20,102000000,358372926,145,7.355,9646,8.5864,en,Science Fiction|Action|Thriller
474350,It Chapter Two,2019-09-04,79000000,473123154,169,6.838,9627,10.0544,en,Horror|Thriller|Drama
436969,The Suicide Squad,2021-07-28,185000000,168717425,132,7.46,9596,15.0524,en,Action|Comedy|Adventure
68724,Elysium,2013-08-07,115000000,286140700,109,6.522,9590,5.2172,en,Science Fiction|Action|Drama|Thriller
744,Top Gun,1986-05-16,15000000,356830601,110,7.067,9588,14.2728,en,Action|Drama|Romance
273481,Sicario,2015-09-17,30000000,84997446,122,7.4,9573,9.0873,en,Action|Crime|Thriller
664413,365 Days,2020-02-07,0,9458590,114,7.0,9519,16.475,pl,Romance|Drama|Crime
10625,Mean Girls,2004-04-30,17000000,130195052,97,7.226,9473,12.7667,en,Drama|Comedy
138832,We're the Millers,2013-08-07,37000000,270000000,110,6.844,9466,8.1069,en,Comedy|Crime
126889,Alien: Covenant,2017-05-09,97000000,240891763,122,6.2,9433,9.6367,en,Horror|Science Fiction
50620,The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,120000000,829747654,115,6.457,9387,12.6147,en,Fantasy|Drama|Romance
512200,Jumanji: The Next Level,2019-12-04,125000000,801693929,123,6.876,9385,10.5645,en,Adventure|Comedy|Fantasy
300668,Annihilation,2018-02-22,40000000,43070915,115,6.442,9376,7.0002,en,Science Fiction|Horror
646380,Don't Look Up,2021-12-08,75000000,791863,138,7.065,9366,7.7421,en,Comedy|Science Fiction|Drama
747,Shaun of the Dead,2004-04-09,6000000,39396175,99,7.5,9356,6.37,en,Horror|Comedy
45269,The King's Speech,2010-11-26,15000000,414211549,118,7.7,9314,5.9023,en,Drama|History
50646,"Crazy, Stupid, Love.",2011-07-29,50000000,145079584,118,7.273,9296,7.7728,en,Comedy|Drama|Romance
122906,About Time,2013-09-04,12000000,87100449,123,7.907,9284,13.6398,en,Drama|Romance|Fantasy
50619,The Twilight Saga: Breaking Dawn - Part 1,2011-11-16,110000000,712171856,117,6.19,9276,17.6577,en,Adventure|Fantasy|Romance
348350,Solo: A Star Wars Story,2018-05-15,250000000,392952373,135,6.559,9275,6.076,en,Science Fiction|Adventure|Action
24021,The Twilight Saga: Eclipse,2010-06-23,68000000,698491347,124,6.193,9258,8.4439,en,Adventure|Fantasy|Drama|Romance
109439,The Hangover Part III,2013-05-23,103000000,362000072,100,6.211,9247,6.1674,en,Comedy
330,The Lost World: Jurassic Park,1997-05-23,73000000,618638999,129,6.566,9242,0.5727,en,Adventure|Action|Science Fiction
47971,xXx: Return of Xander Cage,2017-01-13,85000000,346118277,107,6.1,9231,23.2465,en,Action|Adventure|Crime
39254,Real Steel,2011-09-28,110000000,299300000,127,7.104,9204,78.4646,en,Action|Science Fiction|Drama
74,War of the Worlds,2005-06-28,132000000,603873119,117,6.546,9197,9.8381,en,Adventure|Thriller|Science Fiction
259693,The Conjuring 2,2016-06-08,40000000,322819915,134,7.293,9193,14.44,en,Horror
76492,Hotel Transylvania,2012-09-20,85000000,358375603,91,6.965,9183,11.9568,en,Animation|Comedy|Family|Fantasy
8373,Transformers: Revenge of the Fallen,2009-06-19,200000000,836304167,150,6.218,9181,3.6417,en,Science Fiction|Action|Adventure
524434,Eternals,2021-11-03,200000000,402064899,156,6.773,9162,10.4579,en,Science Fiction|Action|Adventure
106,Predator,1987-06-12,15000000,98267558,107,7.559,9150,21.3754,en,Science Fiction|Action|Adventure|Thriller
